Name,Facility Type,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Unique Identifier,Latitude,Longitude
Mill Valley RNG / Milbank Circularity Center,Farm,,Milbank,Grant County,SD,57252,,animal manure - cattle/dairy cow,,AD272,,
MILLEDGEVILLE WPCP,Water Resource Recovery Facility,211 HIGHVIEW ROAD,Milledgeville,Baldwin County,GA,31061,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1319,33.04707985,-83.19398066
Millennium Farms AD + NCS,Farm,,Pocomoke City,Worcester County,MD,21851,,animal manure - poultry,AgStar,AD328,,
MILLER CREEK WWTP,Water Resource Recovery Facility,1015 SW 174TH PLACE,Normandy Park,King County,WA,98166,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1388,47.44900802,-122.34738101
MillerCoors Brewery - Fort Worth,Stand-Alone,,Fort Worth,Tarrant County,TX,76102,Yes,Beverage & Distillery Waste,,AD495,32.749904,-97.330339
MillerCoors Brewery - Irwindale,Stand-Alone,15801 East 1st Street,Irwindale,Los Angeles County,CA,91706,Yes,Beverage & Distillery Waste,AD Data Collection Project - Stand-Alone,AD510,34.12462499,-117.93840003
Mills Dairy Digester,Farm,,Forest,Scott County,MS,39074,,animal manure - cattle/dairy cow,AgStar,AD141,,
Milton Regional Sewer Authority,Water Resource Recovery Facility,5585 State Route 405,Milton,Northumberland County,PA,17847,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG), Food processing industry waste",AD Data Collection Project - WRRF,AD1320,41.00600501,-76.862506
Minden Gardnerville Sanitation District,Water Resource Recovery Facility,1790 Hwy 395,Minden,Douglas County,NV,89423,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1323,38.96564601,-119.77978497
Mineral King Dairy Digester,Farm,,Visalia,Tulare County,CA,93291,,animal manure - cattle/dairy cow,AgStar,AD438,,
MINERAL WELLS POLLARD CREEK PLANT,Water Resource Recovery Facility,#1 POLLARD CREEK DRIVE,Mineral Wells,Palo Pinto County,TX,76067,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1324,32.78761861,-98.13273143
Mishawaka Wastewater Treatment Plant,Water Resource Recovery Facility,1020 Lincolnway West,Mishawaka,St. Joseph County,IN,46544,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1326,41.66035033,-86.19286846
Missoula Wastewater Treatment Facility,Water Resource Recovery Facility,1100 Clark Fork Lane,Missoula,Missoula County,MT,59808,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1328,46.87914799,-114.04171703
MISSOURI RIVER WWTF,Water Resource Recovery Facility,5600 S 10TH ST,Omaha,Douglas County,NE,68107,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1414,41.203507,-95.93070499
MISSOURI RIVER WWTP,Water Resource Recovery Facility,3455 CREVE COEUR MILL RD,St. Louis,St. Louis County,MO,63146,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1659,38.74050202,-90.49084496
Missouri University Campus Digester,Farm,,Columbia,Boone County,MO,65211,,animal manure - swine,AgStar,AD93,,
Missouri University of Science and Technology,Stand-Alone,1401 N. Pine Street,Rolla,Phelps County,MO,65409,Yes,food waste (R&D digester),AD Data Collection Project - Stand-Alone,AD553,37.9552543,-91.77147422
MOAB CITY CORPORATION,Water Resource Recovery Facility,2070 W. 400,Moab,Grand County,UT,84532,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1329,38.57936999,-109.56048599
MOBILE - SMITH WWTP,Water Resource Recovery Facility,207 North Catherine Street,Mobile,Mobile County,AL,36604,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1330,30.69587799,-88.07318298
MOBILE WILLIAMS WWTP,Water Resource Recovery Facility,1600 YEEND STREET,Mobile,Mobile County,AL,36603,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1331,30.66179902,-88.03791796
Moccasin Bend WWTP,Water Resource Recovery Facility,455 Moccasin Bend Road,Chattanooga,Hamilton County,TN,37405,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD799,35.05381201,-85.33447901
Modesto WQCF,Water Resource Recovery Facility,1221 SUTTER AVE,Modesto,Stanislaus County,CA,95351,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1332,37.61147198,-121.011252
MOLITOR WATER POLLUTION CONTROL FACILITY (NJ),Water Resource Recovery Facility,N PASSAIC AVE,Chatham,Morris County,NJ,07928,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD798,40.74541326,-74.37849457
Molly Pitcher Dairy Digester,Farm,,Shippensburg,Cumberland County,PA,17257,Yes,animal manure - cattle/dairy cow; food waste,,AD367,,
MONACA BORO,Water Resource Recovery Facility,928 PENNSYLVANIA AVE,Monaca,Beaver County,PA,15061,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1334,40.69089201,-80.27962101
Monarch Bioenergy 'Ponderosa',Farm,,Osceola,Clarke County,IA,50213,,animal manure - cattle/dairy cow,,AD304,,
Monarch Bionergy - Colby,Farm,,Coffey,Daviess County,MO,64636,,animal manure - swine,,AD90,,
MONMOUTH CNTY RGNL SEWER AUTH,Water Resource Recovery Facility,1235 18TH AVE,Belmar,Monmouth County,NJ,07762,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD672,40.16536999,-74.04223103
MONONGAHELA CITY STP,Water Resource Recovery Facility,12TH & RAILROAD ST,Monongahela,Washington County,PA,15022,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1335,40.20206328,-79.92384098
MONROE Jacks Creek WWTP,Water Resource Recovery Facility,2200 Highway 83,Monroe,Walton County,GA,30655,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1336,33.79929801,-83.63562096
MONROE WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,,Monroe,Green County,WI,53566,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1337,42.599415,-89.63888
MONTEREY REG. WPCA,Water Resource Recovery Facility,14822 DEL MONTE BLVD,Marina,Monterey County,CA,93933,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1275,36.70680746,-121.78855271
MONTEREY WRF - JEA - Jacksonville,Water Resource Recovery Facility,5802 Harris Ave,Jacksonville,Duval County,FL,32211,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1138,30.33048699,-81.60101203
MONTEREY WWTP,Water Resource Recovery Facility,13785 WOODCLIFF ROAD,Monterey,Putnam County,TN,38574,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1338,36.15155701,-85.29322496
MONTGOMERY ECONCHATE,Water Resource Recovery Facility,2501 JACKSON FERRY ROAD,Montgomery,Montgomery County,AL,36104,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1340,32.417796,-86.30336298
MONTGOMERY RUN WATER TRMT FAC,Water Resource Recovery Facility,107 EAST MARKET STREET,Clearfield,Clearfield County,PA,16830,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD825,41.02184798,-78.43942596
MONTGOMERY TOWASSA,Water Resource Recovery Facility,3000 WASHINGTON FERRY ROAD,Montgomery,Montgomery County,AL,36108,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1341,32.39562,-86.363551
MONTICELLO CITY OF STP,Water Resource Recovery Facility,1105 EAST FIRST STREET,Monticello,Jones County,IA,52310,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1342,42.23807731,-91.17341429
Montpelier WWTF,Water Resource Recovery Facility,949 Dog River Rd,Montpelier,Washington County,VT,05602,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1343,44.25494799,-72.60028602
Monument Farms Digester,Farm,,Weybridge,Addison County,VT,05491,Yes,animal manure - dairy cow; Dairy Processing Wastes; Food Processing Wastes,AgStar,AD454,,
Moonlight Dairy Digester,Farm,,Visalia,Tulare County,CA,93291,,animal manure - cattle/dairy cow,AgStar,AD439,,
Mooody County Dair Digester - Athena RNG,Farm,,Sherman,Minnehaha County,SD,57030,,animal manure - cattle/dairy cow,,AD365,,
MOORE COUNTY REGIONAL WWTP,Water Resource Recovery Facility,1060 ADDOR ROAD (NCSR 1100),Pinebluff,Moore County,NC,28373,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1465,35.07396107,-79.46160017
MOORES CREEK REGIONAL STP,Water Resource Recovery Facility,695 MOORES CREEK LANE,Charlottesville,Albemarle County,VA,22902,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD797,38.01693699,-78.45939501
MOORESTOWN TWP UTILITIES AUTH WWTP,Water Resource Recovery Facility,111 WEST SECOND ST,Moorestown,Burlington County,NJ,08057,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1344,39.964596,-74.95001
Mor-Dale Farms Digester,Farm,,Bethel,Berks County,PA,19507,,animal manure - dairy cow; Agricultural Residues,AgStar,AD38,,
MORGANTOWN - STAR CITY WWTP,Water Resource Recovery Facility,FRONTIER ST,Star City,Monongalia County,WV,26505,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1661,39.65898557,-79.99104291
Morrison STP,Water Resource Recovery Facility,West Winfield Street,Morrison,Whiteside County,IL,61270,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1347,41.80564061,-89.97394599
MORRISTOWN WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,HANOVER AVE,Morristown,Morris County,NJ,07960,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1348,40.80580905,-74.44929642
MORRO BAY / CAYUCOS WWTP,Water Resource Recovery Facility,160 ATASCADEO RD,Morro Bay,San Luis Obispo County,CA,93442,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1349,35.37890798,-120.86096398
MOULTRIE WPCP,Water Resource Recovery Facility,,Moultrie,Colquitt County,GA,31768,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1350,31.18263,-83.79457
Mount Morris WWTF,Water Resource Recovery Facility,117 MAIN STREET,Mount Morris,Livingston County,NY,14510,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1351,42.72422903,-77.87255215
MOUNT VERNON WWTP & SEWER SYSTEM,Water Resource Recovery Facility,THREE COUGAR DR,Mount Vernon,Knox County,OH,43050,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1352,40.38044099,-82.46896104
MSU Anaerobic Digestion Research and Education Center (ADREC),Farm,,Lansing,Ingham County,MI,48910,Yes,"animal manure - dairy cow; Dairy Processing Wastes; Fats, Oils, Greases; Food Processing Wastes; Food Wastes; Other Feedstocks",AgStar,AD227,,
MT. VIEW S.D. WWTP,Water Resource Recovery Facility,ARTHUR ROAD,Martinez,Contra Costa County,CA,94553,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1281,38.01408455,-122.08876574
MUNCIE WWTP,Water Resource Recovery Facility,5150 KILG,Muncie,Delaware County,IN,47304,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1356,40.1989798,-85.42558
Murphy Brown LLC - Kenansville Farm Digester,Farm,,Faison,Sampson County,NC,28341,,animal manure - swine,AgStar,AD136,,
MUSCATINE WATER POLLUTION CONTROL PLANT,Water Resource Recovery Facility,1202 Musser Street,Muscatine,Muscatine County,IA,52761,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1358,41.40787599,-91.07238702
MUSKOGEE UA WWT,Water Resource Recovery Facility,5000 E. HANCOCK,Muskogee,Muskogee County,OK,74403,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1359,35.72681798,-95.29603398
MWRDGC Egan WRP,Water Resource Recovery Facility,550 SOUTH MEACHAM ROAD,Schaumburg,Cook County,IL,60193,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1594,42.01946458,-88.04577937
MWRDGC Hanover Park WRP,Water Resource Recovery Facility,1200 EAST SYCAMORE,Hanover Park,Cook County,IL,60133,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1068,41.99996701,-88.13732901
MWRDGC Stickney WRP,Water Resource Recovery Facility,6001 WEST PERSHING ROAD,Cicero,Cook County,IL,60402,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD818,41.82096698,-87.77398901
MWRGDC Calumet WRP,Water Resource Recovery Facility,400 EAST 130TH STREET,Chicago,Cook County,IL,60628,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD807,41.66558502,-87.61032397
MWRGDC NORTHSIDE WRP - SKOKIE,Water Resource Recovery Facility,3500 WEST HOWARD STREET,Skokie,Cook County,IL,60076,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1623,42.01912729,-87.71635715
NAMPA Waste Water Treatment Plant,Water Resource Recovery Facility,340 WEST RAILROAD STREET,Nampa,Canyon County,ID,83687,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1361,43.59633722,-116.5816186
Napa Sanitation District,Water Resource Recovery Facility,1515 Soscol Ferry Road,Napa,Napa County,CA,94558,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG)",AD Data Collection Project - WRRF,AD1362,38.236324,-122.28452102
NAPOLEON STP,Water Resource Recovery Facility,735 EAST WASHINGTON STREET,Napoleon,Henry County,OH,43545,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1363,41.39386899,-84.11472602
"Narragansett Bay Commission (RI), Bucklin Point WWTP",Water Resource Recovery Facility,102 Campbell Avenue,East Providence,Providence County,RI,02916,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD917,41.85239702,-71.36880398
Nashua WWTP,Water Resource Recovery Facility,Sawmill Rd,Nashua,Hillsborough County,NH,03060,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1364,42.74843726,-71.4465776
NASHVILLE - DRY CREEK WWTP,Water Resource Recovery Facility,61 EDENWOLD RD.,Madison,Davidson County,TN,37115,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1262,36.28889399,-86.68821002
Nashville Dry Creek STP,Water Resource Recovery Facility,,Nashville,Davidson County,TN,37201,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD1366,36.16784,-86.77816
Nassau Regional,Water Resource Recovery Facility,96237 Amelia Concourse,Fernandina Beach,Nassau County,FL,32034,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD976,30.62224727,-81.54782034
National Raisin Company AD,Stand-Alone,,Fowler,Fresno County,CA,93625,Yes,Industrial Food Waste,,AD496,36.629974,-119.67467
Nature's Methane - Huntington Digester (Star Bioenergy),Farm,,Huntington,Huntington County,IN,46750,,animal manure - cattle/dairy cow,AgStar,AD201,,
NCSD#2 - BAY PARK STP,Water Resource Recovery Facility,2 Marjorie Lane,East Rockaway,Nassau County,NY,11518,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD918,40.63331488,-73.6623175
NCSD#3 CEDAR CREEK WPCP - Wantagh,Water Resource Recovery Facility,3340 MERRICK ROAD AND CEDAR CREEK PARK,Wantagh,Nassau County,NY,11783,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1763,40.66497001,-73.50306997
Neenah-Menasha Sewerage Commission,Water Resource Recovery Facility,101 GARFIELD AVE,Menasha,Winnebago County,WI,54952,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1296,44.19591902,-88.46279797
"Nelson Boys Dairy, LLC Digester",Farm,,Swanton,Franklin County,VT,05488,,animal manure - cattle/dairy cow,AgStar,AD382,,
NEPTUNE TWP MUA SEWER AUTH STP,Water Resource Recovery Facility,,Neptune Twp,Monmouth County,NJ,07753,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1367,40.2089178,-74.0302497
Neuse River Resource Recovery Facility,Water Resource Recovery Facility,8500 Battle Bridge Rd,Raleigh,Wake County,NC,27610,,wastewater solids,National Biosolids Data Project - https://www.biosolidsdata.org/,AD1507,35.71249901,-78.49104902
